********   ARAGON PHOTONICS LABS   ********

Component Analyzer
43588 Points
Smooth 10e-3 GHz
Mode Pol.: Lin 0
#Average 0
Lock Trace Off
Hold Trace None
12/5/2023 11:13:27 PM

Frequency(GHz),P(dBm)
194953.522376688,-32.8708621464839
194953.624663347,-32.8751283683392
194953.726950113,-32.8817613672849
194953.829141946,-32.894551248736
194953.931253018,-32.8983426090342
194954.033364197,-32.9073386199586
194954.135475483,-32.9144439695107
194954.237586876,-32.9243884471151
194954.339698375,-32.9343329242645
194954.441809982,-32.9466466869495
194954.543921696,-32.9570610050753
194954.646033517,-32.970324488364
194954.748145444,-32.982160878614
194954.850257479,-32.9940073062007
194954.95236962,-33.0039492706949
194955.054481869,-33.0120030840677
194955.156594225,-33.0243130781243
194955.258706687,-33.0356771141294
194955.360819256,-33.0465750719953
194955.462931933,-33.0574642460739
194955.565044716,-33.065996682414
194955.667157607,-33.0797249817522
194955.769270604,-33.0896769802532
194955.871383708,-33.0977270261795
194955.97349692,-33.1076740048578
194956.075610238,-33.1100432890406
194956.177723663,-33.1171423582209
194956.279837195,-33.119985248163
194956.381950834,-33.1256660089478
194956.48406458,-33.1304058316311
194956.586178433,-33.1356104768174
194956.688292394,-33.1375049001196
194956.790406461,-33.1403390065487
194956.892520635,-33.1408113576142
194956.994634915,-33.1398628912281
194957.096749303,-33.1374910978645
194957.198863798,-33.1341796213326
194957.3009784,-33.1332273906559
194957.403093109,-33.1289699571296
194957.505207925,-33.1256522067006
194957.607322848,-33.1261258125502
194957.709437877,-33.1237590380451
194957.809403663,-33.1237590380451
194957.908925633,-33.1190279984538
194958.008447706,-33.1171310654836
194958.107969879,-33.1133409637458
194958.207492155,-33.1104968189564
194958.307014532,-33.1048210767818
194958.40653701,-33.0986667095333
194958.506059591,-33.0939281408783
194958.605582273,-33.0896681970454
194958.705105056,-33.0882436150007
194958.804627941,-33.086355465001
194958.904150928,-33.0839811615542
194959.003674016,-33.0778230294538
194959.103197206,-33.0740279080028
194959.202720497,-33.0683433815892
194959.30224389,-33.0645532789781
194959.401767385,-33.0588649880406
194959.501290981,-33.0531842254936
194959.600814679,-33.0512810181266
194959.700338479,-33.0451279041152
194959.79986238,-33.0384898910381
194959.899386383,-33.0304436071927
194959.998910487,-33.0233370066299
194960.098434693,-33.0186009458067
194960.197959001,-33.0124453213439
194960.29748341,-33.0048638593095
194960.397007921,-32.996817574211
194960.496532533,-32.9911317909931
194960.596057247,-32.9821357835287
194960.695582063,-32.9759713746939
194960.79510698,-32.9655583122934
194960.894631999,-32.9541905083614
194960.99415712,-32.9404534178064
194961.093682342,-32.9309838019873
194961.193207665,-32.9205594445809
194961.292733091,-32.9063500003655
194961.392258618,-32.8968690901833
194961.491784246,-32.8831345055973
194961.591260177,-32.8722365395161
194961.690361662,-32.8585006986385
194961.789463248,-32.843821408319
194961.888564934,-32.8286609819074
194961.987666722,-32.8116149117798
194962.08676861,-32.7964544832082
194962.185870599,-32.7794071558971
194962.284972688,-32.7633045310234
194962.384074879,-32.747199395475
194962.48317717,-32.7363114610555
194962.582279562,-32.7254159974686
194962.681382054,-32.7135833580916
194962.780484648,-32.7036351069551
194962.879587342,-32.6922748184646
194962.978690137,-32.6818542143898
194963.077793033,-32.6719122357496
194963.176896029,-32.6629174703512
194963.275999126,-32.6501325949797
194963.375102324,-32.6425586493705
194963.474205623,-32.6345010585073
194963.573309022,-32.6311920840619
194963.672412522,-32.6273957002439
194963.771516123,-32.6226621406605
194963.870619825,-32.6217099077566
194963.969723627,-32.6202890869973
194964.06882753,-32.6169801123613
194964.167931534,-32.6098734988074
194964.267035639,-32.6056110362911
194964.366139844,-32.6018196711214
194964.465244151,-32.5928299221116
194964.564348558,-32.5857245626017
194964.663453065,-32.581939470942
194964.762557674,-32.5762586964295
194964.861662383,-32.5724710950909
194964.960767193,-32.5705816860562
194965.059872104,-32.566786556067
194965.158977115,-32.5672689464081
194965.258082227,-32.5630052283763
194965.35718744,-32.5606384479475
194965.457315029,-32.5554312799675
194965.558939023,-32.5502203476088
194965.660563122,-32.5464340006107
194965.762187328,-32.5407482062216
194965.86381164,-32.5388575421663
194965.965436057,-32.5374329566483
194966.067060581,-32.5412255775654
194966.16868521,-32.542643889284
194966.270309946,-32.5445370628208
194966.371934787,-32.5459553745161
194966.473559734,-32.5483196455704
194966.575184787,-32.550216583336
194966.676809947,-32.5549488896111
194966.778435212,-32.5601660956625
194966.880060583,-32.5615831525073
194966.98168606,-32.5644260494738
194967.083311643,-32.5710565478293
194967.184937332,-32.5829029967891
194967.286563126,-32.5928462339744
194967.388189027,-32.6027882159875
194967.489815034,-32.6136887042627
194967.591441147,-32.6269496980491
194967.693067365,-32.6397395937187
194967.79469369,-32.6487331052908
194967.89632012,-32.6591637488382
194967.997946657,-32.6714762716897
194968.099573299,-32.683786284389
194968.201200047,-32.6979982520041
194968.302826902,-32.7112567315321
194968.404453862,-32.7278304572379
194968.506080928,-32.7420311293857
194968.6077081,-32.7576664228795
194968.709335378,-32.7714010150959
194968.810962762,-32.7832424348885
194968.912590252,-32.7960335766889
194969.014217848,-32.807868721443
194969.11584555,-32.8206586071112
194969.217473358,-32.8339170795404
194969.319101271,-32.8438678344754
194969.422029526,-32.8542846669117
194969.525530029,-32.864696479851
194969.629030641,-32.8798543942433
194969.732531364,-32.8916882798259
194969.836032196,-32.9021164028112
194969.939533138,-32.9077959145535
194970.043034191,-32.916333375781
194970.146535353,-32.9196448556736
194970.250036624,-32.9272300848535
194970.353538006,-32.9300704678036
194970.457039498,-32.934802766309
194970.560541099,-32.9390702416775
194970.664042811,-32.9433214052464
194970.767544632,-32.9461680617307
194970.871046563,-32.9490021706815
194970.974548605,-32.9523136500695
194971.078050756,-32.9537231759516
194971.181553017,-32.9541992916969
194971.285055387,-32.9546728979239
194971.388557868,-32.9523023572621
194971.492060459,-32.9523048667794
194971.595563159,-32.9523023572621
194971.699065969,-32.951838789084
194971.80256889,-32.9523061215369
194971.90607192,-32.9560962261118
194972.00957506,-32.9542030559669
194972.11307831,-32.9594114696498
194972.21658167,-32.9650972536814
194972.320085139,-32.9674615204194
194972.423588719,-32.9669904237335
194972.527092408,-32.9707742542689
194972.630596208,-32.972669933785
194972.734100117,-32.9764550189748
194972.837604136,-32.9788205403377
194972.941108265,-32.9826118992191
194973.044612504,-32.9854485171527
194973.148116853,-32.9906632038912
194973.251621312,-32.9972874160614
194973.35512588,-33.000603913737
194973.456660909,-33.0039141375477
194973.558161916,-33.0105433683546
194973.659663029,-33.0072281255936
194973.761164247,-33.0114868162652
194973.862665571,-33.0124365380019
194973.964167001,-33.0124327737017
194974.065668537,-33.0171738537248
194974.167170178,-33.0181198111387
194974.268671925,-33.0185934172265
194974.370173778,-33.0214337989662
194974.471675736,-33.0204928606257
194974.5731778,-33.0209614476506
194974.674679969,-33.0223810111267
194974.776182245,-33.0252351952151
194974.877684626,-33.0233357518698
194974.979187113,-33.0167090309734
194975.080689705,-33.0119717152427
194975.182192403,-33.0100848193829
194975.283695207,-33.0058135810683
194975.385198116,-33.0077054959966
194975.486701131,-33.0048613497822
194975.588204252,-33.0043839793677
194975.689707478,-33.0029669253043
194975.791210811,-32.9991768215343
194975.892714248,-32.9996541919566
194975.994217792,-32.9977560031405
194976.095721441,-32.9925488451454
194976.197225196,-32.993031234622
194976.298729057,-32.99113430052
194976.400233023,-32.987351725105
194976.501737095,-32.9807174745493
194976.603241272,-32.9811973545095
194976.704745556,-32.9840327177146
194976.806249945,-32.9849887133412
194976.907754439,-32.9864095318194
194977.00925904,-32.983091779178
194977.110763746,-32.9845226357001
194977.212268558,-32.9854698480216
194977.312954561,-32.9807413148712
194977.411443386,-32.975055531259
194977.50993231,-32.9708043682925
194977.608421335,-32.9703370358105
194977.706910458,-32.968919981447
194977.805399682,-32.965132386586
194977.903889004,-32.9608636570135
194978.002378426,-32.9570798262349
194978.100867948,-32.957072297792
194978.199357569,-32.9547080308962
194978.29784729,-32.9466542154177
194978.39633711,-32.9371871092991
194978.49482703,-32.9300779962571
194978.593317049,-32.9262979291679
194978.691807168,-32.9206184178531
194978.790297386,-32.9064114831424
194978.888787704,-32.8969481394716
194978.987278121,-32.8917347053631
194979.085768638,-32.8832185738059
194979.184259254,-32.8770604360589
194979.28274997,-32.8652252948485
194979.381240785,-32.8529165465586
194979.4797317,-32.8448639821485
194979.578222714,-32.8325552327348
194979.676713828,-32.820707541917
194979.775205041,-32.8008185770225
194979.873696354,-32.7903954684467
194979.972187766,-32.7809195725787
194980.070679278,-32.7728670056073
194980.169170889,-32.7643358127973
194980.2676626,-32.7510760815554
194980.36615441,-32.7406504612243
194980.46464632,-32.7335463609559
194980.563138329,-32.7231257587666
194980.661630438,-32.7103333582122
194980.760122646,-32.7046475677928
194980.858614954,-32.6899645033097
194980.957107361,-32.6804936222456
194981.055599868,-32.6714900739089
194981.154696168,-32.6624953084174
194981.254266818,-32.657274340468
194981.35383757,-32.6530156430446
194981.453408423,-32.651114941883
194981.552979378,-32.6482770649518
194981.652550435,-32.6444869552562
194981.752121593,-32.6388049274627
194981.851692854,-32.6331241542761
194981.951264215,-32.6302749844068
194982.050835679,-32.6279094593853
194982.150407244,-32.6264786006654
194982.249978911,-32.6255226035646
194982.34955068,-32.6264509959635
194982.44912255,-32.6221722217341
194982.548694522,-32.626408333558
194982.648266595,-32.6225868535738
194982.747838771,-32.6216057598142
194982.847411048,-32.6220379573169
194982.946983427,-32.6191536508354
194983.046555907,-32.6162567947283
194983.146128489,-32.6166814604767
194983.245701173,-32.6128223288407
194983.345273959,-32.6094443320187
194983.444846846,-32.6084268382388
194983.544419835,-32.6069256951209
194983.643992926,-32.6073114466432
194983.743566118,-32.6067474709187
194983.843139412,-32.604286553766
194983.942712808,-32.6013394738027
194984.042286305,-32.6007641900861
194984.141859904,-32.6011298394533
194984.241433605,-32.5986475654085
194984.341007408,-32.5994805349181
194984.440581312,-32.5998336146805
194984.540155318,-32.6016087651354
194984.639729426,-32.6043198230456
194984.739303635,-32.6070296184438
194984.838877946,-32.6111552046151
194984.938452359,-32.6148159672685
194985.04104724,-32.6203548241872
194985.14418118,-32.6306322537177
194985.24731523,-32.6380692895716
194985.350449388,-32.6426596515782
194985.453583655,-32.6482022436025
194985.556718031,-32.6565814436599
194985.659852517,-32.6678060449901
194985.762987112,-32.6747681765158
194985.866121815,-32.6836209575606
194985.969256628,-32.6934259696173
194986.07239155,-32.708912997743
194986.175526581,-32.7210910533185
194986.278661721,-32.7313709038708
194986.38179697,-32.7435502002627
194986.484932329,-32.7557294888344
194986.588067796,-32.7636463099507
194986.691203373,-32.7725166219937
194986.794339058,-32.7794912436914
194986.897474853,-32.7841028542219
194987.000610757,-32.7948726011589
194987.10374677,-32.8028032168435
194987.206882892,-32.8116822968677
194987.310019123,-32.8196204448304
194987.413155463,-32.8237697354243
194987.516291913,-32.8307644323335
194987.619428471,-32.8358722437118
194987.722565139,-32.8395630042613
194987.825701915,-32.8408970474538
194987.928838801,-32.8412863900964
194988.031975796,-32.841683276301
194988.1351129,-32.8382950817024
194988.238250113,-32.8368101154513
194988.341387435,-32.8386479398586
194988.444524867,-32.8409644008563
194988.547662407,-32.8428223487844
194988.650800057,-32.8427846124295
194988.753937815,-32.8403939380086
194988.857075683,-32.839903978795
194988.960112552,-32.8399014629789
194989.062513256,-32.8365887334748
194989.164914067,-32.8370724031914
194989.267314986,-32.8352144561825
194989.369716012,-32.833831372979
194989.472117146,-32.8305563789381
194989.574518388,-32.8296418697204
194989.676919737,-32.8301657888675
194989.779321194,-32.8283216745446
194989.881722758,-32.8321708991277
194989.98412443,-32.8308129663036
194990.086526209,-32.8332552029579
194990.188928096,-32.8333344355565
194990.29133009,-32.8348407731085
194990.393732192,-32.8363521379625
194990.496134402,-32.8321827367898
194990.598536719,-32.8327581992153
194990.700939144,-32.8304932759992
194990.803341676,-32.8329719575464
194990.905744316,-32.8330863736698
194991.008147063,-32.8355713314751
194991.110549918,-32.8408991798304
194991.21295288,-32.8471817781105
194991.31535595,-32.8439934979407
194991.417759128,-32.849335155539
194991.520162413,-32.8542019427402
194991.622565806,-32.8562295981518
194991.724969306,-32.8592069729291
194991.827372914,-32.8555563637464
194991.929776629,-32.8566430679686
194992.032180452,-32.858202114319
194992.134584382,-32.8555037211907
194992.23698842,-32.8622736792633
194992.339392566,-32.8624181650292
194992.441796819,-32.8653979995716
194992.54420118,-32.8655474940004
194992.646605648,-32.8675826121926
194992.749010224,-32.8634646073479
194992.851414907,-32.8621857206968
194992.952118985,-32.8613804324669
194993.050528357,-32.8638916370695
194993.148937829,-32.8569256818318
194993.247347399,-32.8542246882595
194993.34575707,-32.8515161528657
194993.444166839,-32.8530700684345
194993.542576708,-32.853670486444
194993.640986677,-32.8476378968671
194993.739396744,-32.8411316945287
194993.837806911,-32.8417258169579
194993.936217177,-32.8375788477684
194994.034627543,-32.8334306179769
194994.133038008,-32.827382936251
194994.231448572,-32.8274858585595
194994.329859236,-32.8223740848417
194994.428269999,-32.8234116616848
194994.526680861,-32.8178112142132
194994.625091822,-32.8126843704069
194994.723502883,-32.8137018595792
194994.821914044,-32.8147155821495
194994.920325303,-32.8138273477722
194995.018736662,-32.8115120183098
194995.11714812,-32.8058739131499
194995.215559678,-32.8021227045586
194995.313971335,-32.80405100967
194995.412383091,-32.8064441375892
194995.510794947,-32.8036250837934
194995.609206902,-32.8045848442797
194995.707618956,-32.8031803361598
194995.80603111,-32.8022255946812
194995.904443362,-32.7955913386896
194996.002855715,-32.7917999766792
194996.101268166,-32.7865978327333
194996.199680717,-32.7818617668593
194996.298093368,-32.779018872556
194996.396506117,-32.770027875399
194996.494918966,-32.7657603968916
194996.593331914,-32.7605507239529
194996.691744962,-32.7558096386135
194996.789939325,-32.7539139572879
194996.888046233,-32.7487017746083
194996.98615324,-32.7397007384062
194997.084260345,-32.7335451062333
194997.182367549,-32.7254925375942
194997.280474852,-32.7160229127085
194997.378582254,-32.7070218752323
194997.476689754,-32.6989768340852
194997.574797354,-32.6928224555589
194997.672905051,-32.6857183538255
194997.771012848,-32.6771934314603
194997.869120743,-32.6700855650494
194997.967228737,-32.661563151582
194998.06533683,-32.6539829325781
194998.163445021,-32.6449869116588
194998.261553312,-32.6359896356602
194998.3596617,-32.6255715385905
194998.457770188,-32.6156283027263
194998.555878774,-32.6080468275214
194998.653987459,-32.5999992735043
194998.752096243,-32.5881540802421
194998.850205126,-32.5838966362686
194998.948314107,-32.5753654365679
194999.046423187,-32.5729974015039
194999.144532365,-32.5687336835951
194999.242641643,-32.5635214968096
194999.340751019,-32.5606811093265
194999.438860494,-32.5554626486696
194999.536970067,-32.5530971228884
194999.63507974,-32.5497755997819
194999.733189511,-32.5464641145557
194999.83129938,-32.5450420386091
194999.929409349,-32.54030847734
195000.027519416,-32.5379416966697
195000.125629582,-32.5332018615609
195000.223739846,-32.5313111973993
195000.32185021,-32.5279921834745
195000.419960672,-32.5265763811176
195000.518078961,-32.5218315268221
195000.619021024,-32.5208880768143
195000.719963191,-32.5161520055921
195000.820905462,-32.5109511103121
195000.921847838,-32.5033721412642
195001.022790319,-32.4981549341052
195001.123732904,-32.4938999980454
195001.224675593,-32.4858398928414
195001.325618387,-32.4792068826641
195001.426561286,-32.4739972034235
195001.527504289,-32.4654672545433
195001.628447396,-32.4612085537135
195001.729390608,-32.4540969166352
195001.830333925,-32.4512590373765
195001.931277346,-32.4436775569791
195002.032220871,-32.4398899535596
195002.133164501,-32.4351538807709
195002.234108236,-32.428053535655
195002.335052075,-32.4214242881535
195002.435996019,-32.416688215012
195002.536940067,-32.4143214331518
195002.637884219,-32.4119521417797
195002.738828477,-32.4086406546957
195002.839772838,-32.4081607736395
195002.940717304,-32.4095853598753
195003.041661875,-32.4086368904644
195003.14260655,-32.4015340350931
195003.24355133,-32.3996421151825
195003.344496214,-32.3996383509511
195003.445441202,-32.4024850140157
195003.546386296,-32.4001119583019
195003.647331493,-32.4024825045304
195003.748276796,-32.4053178748638
195003.849222202,-32.4076859115541
195003.950167713,-32.4105237913115
195004.051113329,-32.4166781770325
195004.152059049,-32.4185726063004
195004.253004874,-32.4218866027337
195004.353950803,-32.4256842444117
195004.455277202,-32.4280522809079
195004.55752924,-32.429478121773
195004.659781385,-32.43373933264
195004.762033638,-32.438000543435
195004.864285997,-32.4507879396135
195004.966538464,-32.4578895388231
195005.068791038,-32.464525059067
195005.17104372,-32.4725738723032
195005.273296508,-32.4825221330288
195005.375549404,-32.4919905124562
195005.477802407,-32.4976750532214
195005.580055517,-32.5043055534106
195005.682308735,-32.5142475391215
195005.784562059,-32.5199320793662
195005.886815491,-32.5298728096856
195005.989069031,-32.5360334661486
195006.091322677,-32.5426576915537
195006.193576431,-32.5511838735018
195006.295830292,-32.5615994643103
195006.39808426,-32.5691746672919
195006.500338335,-32.5786480623132
195006.602592518,-32.5862220100015
195006.704846808,-32.5933323884864
195006.807101205,-32.5999566122883
195006.909355709,-32.6061185217136
195007.011610321,-32.6146396823953
195007.113865039,-32.6193845349186
195007.216119866,-32.6302762391481
195007.318374799,-32.6373778330629
195007.420629839,-32.6440045651366
195007.522884987,-32.6506338065232
195007.625140242,-32.6601159815274
195007.727395604,-32.6719473690163
195007.829651074,-32.6847422812266
195007.93190665,-32.6975309189858
195008.034162334,-32.7074728966029
195008.136418126,-32.7155254658791
195008.238674024,-32.7245152103041
195008.34093003,-32.734939576696
195008.442158173,-32.7448790431979
195008.54264143,-32.7567204643582
195008.64312479,-32.7699776857486
195008.743608255,-32.7799209149734
195008.844091822,-32.7941291124156
195008.944575494,-32.8054956697286
195009.045059268,-32.8182880650437
195009.145543147,-32.8339145700339
195009.246027129,-32.8448137926539
195009.346511214,-32.8523877316451
195009.446995403,-32.8632806796057
195009.547479696,-32.8713357528817
195009.647964092,-32.8793883163625
195009.748448592,-32.8921794526996
195009.848933195,-32.9025962828923
195009.949417902,-32.9139691084544
195010.049902712,-32.9229638639977
195010.150387626,-32.9333882212202
195010.250872643,-32.9423829759745
195010.351357764,-32.9456994744661
195010.451842989,-32.9480675056833
195010.552328317,-32.9494833054141
195010.652813749,-32.9499569116513
195010.753299284,-32.9513702018578
195010.853784923,-32.9537419972644
195010.954270665,-32.9584680214805
195011.054756511,-32.9608360525601
195011.155242461,-32.9584630024569
195011.255728514,-32.9584630024569
195011.35621467,-32.9579931605074
195011.45670093,-32.9504129513563
195011.557187294,-32.9471027267031
195011.657673761,-32.9423628999581
195011.758160332,-32.9357361765822
195011.858647007,-32.9286320824587
195011.959133785,-32.9191637208668
195012.059620666,-32.9149025188537
195012.160107651,-32.9130080935979
195012.26059474,-32.9092217525404
195012.359820768,-32.9054303924124
195012.458855678,-32.9016465607259
195012.557890689,-32.8931191369418
195012.6569258,-32.8841243802011
195012.755961013,-32.8746509976983
195012.854996325,-32.8665959245412
195012.954031738,-32.8594918282092
195013.053067252,-32.8514354997519
195013.152102867,-32.84575598658
195013.251138582,-32.8362775834357
195013.350174397,-32.8287011344067
195013.449210313,-32.818754143046
195013.54824633,-32.8102279708522
195013.647282448,-32.8031251274989
195013.746318666,-32.7922321766362
195013.845354984,-32.7799171507124
195013.944391403,-32.7723344260193
195014.043427923,-32.76049802469
195014.142464543,-32.7491239365828
195014.241501264,-32.7368126726216
195014.340538086,-32.7259209733655
195014.439575008,-32.7202427118387
195014.53861203,-32.7102969705238
195014.637649154,-32.7003424454718
195014.736686378,-32.6899306250869
195014.835723702,-32.6776105746652
195014.934761127,-32.6705077272302
195015.033798653,-32.6586600278532
195015.132836279,-32.6477683249451
195015.231874006,-32.6368716024782
195015.330911833,-32.6250251561466
195015.429949761,-32.6155505081856
195015.52898779,-32.6074878972741
195015.628025919,-32.5928085910252
195015.727064149,-32.5828528061068
195015.826102479,-32.5729058042116
195015.92514091,-32.5620128426096
195016.024179441,-32.554431365557
195016.123505005,-32.5402231535844
195016.224372743,-32.5312183449836
195016.325240585,-32.5165365245168
195016.426108531,-32.5027968983271
195016.526976581,-32.493800871832
195016.627844736,-32.482906651887
195016.728712995,-32.4758037987004
195016.829581358,-32.4663341639821
195016.930449826,-32.4573318622095
195017.031318398,-32.4492868129131
195017.132187075,-32.4402845105242
195017.233055856,-32.4308186387973
195017.333924741,-32.4241831174857
195017.43479373,-32.4161317931792
195017.535662824,-32.407604351704
195017.636532023,-32.4019172992424
195017.737401325,-32.3938659742178
195017.838270732,-32.3924351137945
195017.939140243,-32.3843875528417
195018.040009859,-32.3824855945485
195018.140879579,-32.3820170063436
195018.241749403,-32.3782218732629
195018.342619332,-32.3749078762953
195018.443489365,-32.3706441548813
195018.544359502,-32.3725360749039
195018.645229744,-32.3687509800448
195018.74610009,-32.3682736082435
195018.84697054,-32.3663854525764
195018.947841095,-32.3673276482181
195019.048711754,-32.3663841977809
195019.149582518,-32.3668552956024
195019.250453385,-32.3678062748147
195019.351324358,-32.3682823918143
195019.452195434,-32.3692283518398
195019.553066615,-32.3668628243723
195019.6539379,-32.3687547444315
195019.754809289,-32.3701768214506
195019.855680783,-32.368278627432
195019.956552382,-32.3706429000841
195020.058607494,-32.3711152526921
195020.162136168,-32.372058703104
195020.265664952,-32.3701630186829
195020.369193846,-32.3734770157107
195020.47272285,-32.3749016023093
195020.576251964,-32.3782155992742
195020.679781188,-32.3810597532061
195020.783310522,-32.3839039071045
195020.886839966,-32.3881613543032
195020.990369519,-32.3886349616759
195021.093899183,-32.394319504874
195021.197428956,-32.4004902032454
195021.30095884,-32.4066420795394
195021.404488833,-32.4104384669713
195021.508018936,-32.4184897914599
195021.611549149,-32.4274933494442
195021.715079472,-32.4322319319546
195021.818609905,-32.4431248993594
195021.922140448,-32.4530756709313
195022.025671101,-32.464437225504
195022.129201864,-32.4758138369685
195022.232732737,-32.4876477428932
195022.336263719,-32.4971249054893
195022.439794812,-32.5084889675867
195022.543326014,-32.5212738505099
195022.646857326,-32.5340637518933
195022.750388749,-32.5487405521614
195022.853920281,-32.5582189671564
195022.957451923,-32.5714799640278
195023.060983675,-32.5866416620308
195023.164515537,-32.599901402559
195023.268047509,-32.6093747963875
195023.371579591,-32.6207413627457
195023.475111783,-32.6368427427076
195023.578644084,-32.6477382104369
195023.682176496,-32.6609966927547
195023.785709017,-32.6709462005103
195023.889241649,-32.6804158271518
195023.99277439,-32.6903640792992
195024.095630548,-32.7031552263381
195024.198241523,-32.7112065410152
195024.300852606,-32.7183156610686
195024.403463796,-32.7230492187043
195024.506075095,-32.7287387730608
195024.608686502,-32.7348931505599
195024.711298017,-32.7367913416228
195024.81390964,-32.7377335359043
195024.91652137,-32.7434168160353
195025.019133209,-32.7462572012751
195025.121745156,-32.7490950769286
195025.224357211,-32.7495724479112
195025.326969373,-32.748617705939
195025.429581644,-32.7486239798176
195025.532194023,-32.7519342073179
195025.634806509,-32.7543060049029
195025.737419104,-32.7519354620944
195025.840031806,-32.7500460545702
195025.942644617,-32.7495737026852
195026.045257536,-32.7514656197656
195026.147870562,-32.7509970322015
195026.250483697,-32.7519404811939
195026.353096939,-32.7528914588177
195026.455710289,-32.7552607468368
195026.558323748,-32.7585797576523
195026.660937314,-32.7614251617806
195026.763550989,-32.7609578289736
195026.866164771,-32.764271820632
195026.968778661,-32.7661599733067
195027.07139266,-32.7723206236438
195027.174006766,-32.7699513358055
195027.27662098,-32.7708998038032
195027.379235303,-32.7718382336544
195027.481849733,-32.7756308508345
195027.584464271,-32.7775277867823
195027.687078917,-32.7808405234299
195027.789693672,-32.783683417745
195027.892308534,-32.7903126551181
195027.994866101,-32.7926844522815
195028.094928888,-32.7959984434786
195028.194991777,-32.7993212179841
195028.295054769,-32.7983765143957
195028.395117864,-32.7974305560397
195028.495181061,-32.7988576495147
195028.595244361,-32.7950675422698
195028.695307763,-32.7969694970622
195028.795371269,-32.7945964452211
195028.895434877,-32.7946052285093
195028.995498588,-32.7908163759514
195029.095562401,-32.786556426253
195029.195626317,-32.782771337815
195029.295690336,-32.7751861037288
195029.395754457,-32.7676134169183
195029.495818681,-32.7600269275704
195029.595883008,-32.7496113455776
195029.695947437,-32.7424997170478
195029.79601197,-32.7301871979639
195029.896076604,-32.7202389475642
195029.996141342,-32.7140808053768
195030.096206182,-32.7046111800669
195030.196271125,-32.6998763672667
195030.29633617,-32.6946704571123
195030.396401319,-32.6851983215024
195030.49646657,-32.6762060660856
195030.596531923,-32.670520274807
195030.696597379,-32.6629438203153
195030.796662938,-32.6567919503816
195030.8967286,-32.6496878475572
195030.996794364,-32.6468499706167
195031.096860231,-32.6440070746436
195031.196926201,-32.637379087818
195031.296992273,-32.6350085438733
195031.397058448,-32.6312234529556
195031.497124726,-32.6312234529556
195031.597191107,-32.6293302800989
195031.69725759,-32.625542679592
195031.797324175,-32.6231646070326
195031.897329031,-32.6212789626104
195031.997197022,-32.6193782611822
195032.097065115,-32.6155919152688
195032.19693331,-32.6146421919063
195032.296801608,-32.6113269433561
195032.396670007,-32.6132188616024
195032.496538509,-32.6146371728993
195032.596407113,-32.6122779214803
195032.69627582,-32.6113269433554
195032.796144629,-32.6094400440839
195032.89601354,-32.6108558459163
195032.995882553,-32.6070669903651
195033.095751669,-32.6051738173158
195033.195620887,-32.604698955615
195033.295490207,-32.5985420651545
195033.39535963,-32.5957029328477
195033.495229154,-32.5928725837161
195033.595098781,-32.5886076114096
195033.694968511,-32.585296126726
195033.794838342,-32.5819758587945
195033.894708276,-32.5744069299103
195033.994578312,-32.5696658407728
195034.094448451,-32.5630328328907
195034.194318692,-32.5535606920055
195034.294189034,-32.5530833207169
195034.39405948,-32.5478723883157
195034.493930027,-32.5412368703287
195034.593800677,-32.5360284471674
195034.693671429,-32.535073704488
195034.793542284,-32.530809985889
195034.89341324,-32.5284406956345
195034.993284299,-32.5284381861263
195035.093155461,-32.52370462456
195035.193026724,-32.5189660438828
195035.29289809,-32.5147098535192
195035.392769558,-32.5104423703045
195035.492641128,-32.5109184869488
195035.592512801,-32.5147073440151
195035.692384576,-32.5156533035194
195035.792702878,-32.5156583225284
195035.893319439,-32.51897231765
195035.993936104,-32.5208780388659
195036.094552873,-32.52276744834
195036.195169745,-32.5265537957231
195036.295786722,-32.5293966930944
195036.396403802,-32.5322370809332
195036.497020986,-32.5360259376672
195036.597638274,-32.5388613064211
195036.698255666,-32.5426501630498
195036.798873161,-32.5459553745111
195036.89949076,-32.5535330874907
195037.000108464,-32.5606309193946
195037.10072627,-32.5682123961875
195037.201344181,-32.5738956804134
195037.301962196,-32.5767335581974
195037.402580314,-32.5833678204939
195037.503198536,-32.5918877272049
195037.603816862,-32.5980508916357
195037.704435292,-32.5985207343237
195037.805053826,-32.6032643324713
195037.905672463,-32.6084702446489
195038.006291205,-32.6127389808958
195038.10691005,-32.6165265816002
195038.207528999,-32.6203166917558
195038.308148051,-32.6241143303623
195038.408767208,-32.6269496980666
195038.509386468,-32.634057565837
195038.610005833,-32.6349985058568
195038.710625301,-32.638316263584
195038.811244872,-32.6392647321053
195038.911864548,-32.6411591596296
195039.012484328,-32.6444731530087
195039.113104211,-32.6449404861059
195039.213724198,-32.645414092977
195039.314344289,-32.6473035014214
195039.414964484,-32.6510948658443
195039.515584782,-32.6539339974666
195039.616205185,-32.6558321891474
195039.716988317,-32.6600984150247
195039.817792043,-32.6634048795873
195039.918595874,-32.6690856520126
195040.019399809,-32.6690831424897
195040.120203848,-32.6728770160868
195040.221007991,-32.676662106297
195040.321812239,-32.6866128680887
195040.42261659,-32.6918225426931
195040.523421046,-32.6989266442385
195040.624225606,-32.7041350638072
195040.725030271,-32.7088711312782
195040.825835039,-32.7169262100327
195040.926639912,-32.7240227822544
195041.027444889,-32.7311306470963
195041.12824997,-32.7363340468993
195041.229055155,-32.7439117537521
195041.329860444,-32.7491176627798
